,Type,Maker,Model,Years,Sales
0,HEV,Acura,ILX,1999,0.0
1,HEV,Acura,ILX,2000,0.0
2,HEV,Acura,ILX,2001,0.0
3,HEV,Acura,ILX,2002,0.0
4,HEV,Acura,ILX,2003,0.0
5,HEV,Acura,ILX,2004,0.0
6,HEV,Acura,ILX,2005,0.0
7,HEV,Acura,ILX,2006,0.0
8,HEV,Acura,ILX,2007,0.0
9,HEV,Acura,ILX,2008,0.0
10,HEV,Acura,ILX,2009,0.0
11,HEV,Acura,ILX,2010,0.0
12,HEV,Acura,ILX,2011,0.0
13,HEV,Acura,ILX,2012,972.0
14,HEV,Acura,ILX,2013,1461.0
15,HEV,Acura,ILX,2014,379.0
16,HEV,Acura,ILX,2015,22.0
17,HEV,Acura,ILX,2016,1.0
18,HEV,Acura,ILX,2017,0.0
19,HEV,Acura,MDX,1999,0.0
20,HEV,Acura,MDX,2000,0.0
21,HEV,Acura,MDX,2001,0.0
22,HEV,Acura,MDX,2002,0.0
23,HEV,Acura,MDX,2003,0.0
24,HEV,Acura,MDX,2004,0.0
25,HEV,Acura,MDX,2005,0.0
26,HEV,Acura,MDX,2006,0.0
27,HEV,Acura,MDX,2007,0.0
28,HEV,Acura,MDX,2008,0.0
29,HEV,Acura,MDX,2009,0.0
30,HEV,Acura,MDX,2010,0.0
31,HEV,Acura,MDX,2011,0.0
32,HEV,Acura,MDX,2012,0.0
33,HEV,Acura,MDX,2013,0.0
34,HEV,Acura,MDX,2014,0.0
35,HEV,Acura,MDX,2015,0.0
36,HEV,Acura,MDX,2016,0.0
37,HEV,Acura,MDX,2017,1807.0
38,HEV,Acura,NSX,1999,0.0
39,HEV,Acura,NSX,2000,0.0
40,HEV,Acura,NSX,2001,0.0
41,HEV,Acura,NSX,2002,0.0
42,HEV,Acura,NSX,2003,0.0
43,HEV,Acura,NSX,2004,0.0
44,HEV,Acura,NSX,2005,0.0
45,HEV,Acura,NSX,2006,0.0
46,HEV,Acura,NSX,2007,0.0
47,HEV,Acura,NSX,2008,0.0
48,HEV,Acura,NSX,2009,0.0
49,HEV,Acura,NSX,2010,0.0
50,HEV,Acura,NSX,2011,0.0
51,HEV,Acura,NSX,2012,0.0
52,HEV,Acura,NSX,2013,0.0
53,HEV,Acura,NSX,2014,0.0
54,HEV,Acura,NSX,2015,0.0
55,HEV,Acura,NSX,2016,267.0
56,HEV,Acura,NSX,2017,581.0
57,HEV,Acura,RLX,1999,0.0
58,HEV,Acura,RLX,2000,0.0
59,HEV,Acura,RLX,2001,0.0
60,HEV,Acura,RLX,2002,0.0
61,HEV,Acura,RLX,2003,0.0
62,HEV,Acura,RLX,2004,0.0
63,HEV,Acura,RLX,2005,0.0
64,HEV,Acura,RLX,2006,0.0
65,HEV,Acura,RLX,2007,0.0
66,HEV,Acura,RLX,2008,0.0
67,HEV,Acura,RLX,2009,0.0
68,HEV,Acura,RLX,2010,0.0
69,HEV,Acura,RLX,2011,0.0
70,HEV,Acura,RLX,2012,0.0
71,HEV,Acura,RLX,2013,0.0
72,HEV,Acura,RLX,2014,133.0
73,HEV,Acura,RLX,2015,250.0
74,HEV,Acura,RLX,2016,199.0
75,HEV,Acura,RLX,2017,292.0
76,HEV,Audi,Q5 Hybrid,1999,0.0
77,HEV,Audi,Q5 Hybrid,2000,0.0
78,HEV,Audi,Q5 Hybrid,2001,0.0
79,HEV,Audi,Q5 Hybrid,2002,0.0
80,HEV,Audi,Q5 Hybrid,2003,0.0
81,HEV,Audi,Q5 Hybrid,2004,0.0
82,HEV,Audi,Q5 Hybrid,2005,0.0
83,HEV,Audi,Q5 Hybrid,2006,0.0
84,HEV,Audi,Q5 Hybrid,2007,0.0
85,HEV,Audi,Q5 Hybrid,2008,0.0
86,HEV,Audi,Q5 Hybrid,2009,0.0
87,HEV,Audi,Q5 Hybrid,2010,0.0
88,HEV,Audi,Q5 Hybrid,2011,0.0
89,HEV,Audi,Q5 Hybrid,2012,270.0
90,HEV,Audi,Q5 Hybrid,2013,854.0
91,HEV,Audi,Q5 Hybrid,2014,283.0
92,HEV,Audi,Q5 Hybrid,2015,97.0
93,HEV,Audi,Q5 Hybrid,2016,18.0
94,HEV,Audi,Q5 Hybrid,2017,0.0
95,HEV,BMW,ActiveHybrid 3 (335ih),1999,0.0
96,HEV,BMW,ActiveHybrid 3 (335ih),2000,0.0
97,HEV,BMW,ActiveHybrid 3 (335ih),2001,0.0
98,HEV,BMW,ActiveHybrid 3 (335ih),2002,0.0
99,HEV,BMW,ActiveHybrid 3 (335ih),2003,0.0
100,HEV,BMW,ActiveHybrid 3 (335ih),2004,0.0
101,HEV,BMW,ActiveHybrid 3 (335ih),2005,0.0
102,HEV,BMW,ActiveHybrid 3 (335ih),2006,0.0
103,HEV,BMW,ActiveHybrid 3 (335ih),2007,0.0
104,HEV,BMW,ActiveHybrid 3 (335ih),2008,0.0
105,HEV,BMW,ActiveHybrid 3 (335ih),2009,0.0
106,HEV,BMW,ActiveHybrid 3 (335ih),2010,0.0
107,HEV,BMW,ActiveHybrid 3 (335ih),2011,0.0
108,HEV,BMW,ActiveHybrid 3 (335ih),2012,402.0
109,HEV,BMW,ActiveHybrid 3 (335ih),2013,905.0
110,HEV,BMW,ActiveHybrid 3 (335ih),2014,151.0
111,HEV,BMW,ActiveHybrid 3 (335ih),2015,30.0
112,HEV,BMW,ActiveHybrid 3 (335ih),2016,0.0
113,HEV,BMW,ActiveHybrid 3 (335ih),2017,0.0
114,HEV,BMW,ActiveHybrid 5 (535ih),1999,0.0
115,HEV,BMW,ActiveHybrid 5 (535ih),2000,0.0
116,HEV,BMW,ActiveHybrid 5 (535ih),2001,0.0
117,HEV,BMW,ActiveHybrid 5 (535ih),2002,0.0
118,HEV,BMW,ActiveHybrid 5 (535ih),2003,0.0
119,HEV,BMW,ActiveHybrid 5 (535ih),2004,0.0
120,HEV,BMW,ActiveHybrid 5 (535ih),2005,0.0
121,HEV,BMW,ActiveHybrid 5 (535ih),2006,0.0
122,HEV,BMW,ActiveHybrid 5 (535ih),2007,0.0
123,HEV,BMW,ActiveHybrid 5 (535ih),2008,0.0
124,HEV,BMW,ActiveHybrid 5 (535ih),2009,0.0
125,HEV,BMW,ActiveHybrid 5 (535ih),2010,0.0
126,HEV,BMW,ActiveHybrid 5 (535ih),2011,0.0
127,HEV,BMW,ActiveHybrid 5 (535ih),2012,403.0
128,HEV,BMW,ActiveHybrid 5 (535ih),2013,520.0
129,HEV,BMW,ActiveHybrid 5 (535ih),2014,112.0
130,HEV,BMW,ActiveHybrid 5 (535ih),2015,25.0
131,HEV,BMW,ActiveHybrid 5 (535ih),2016,18.0
132,HEV,BMW,ActiveHybrid 5 (535ih),2017,0.0
133,HEV,BMW,ActiveHybrid 7,1999,0.0
134,HEV,BMW,ActiveHybrid 7,2000,0.0
135,HEV,BMW,ActiveHybrid 7,2001,0.0
136,HEV,BMW,ActiveHybrid 7,2002,0.0
137,HEV,BMW,ActiveHybrid 7,2003,0.0
138,HEV,BMW,ActiveHybrid 7,2004,0.0
139,HEV,BMW,ActiveHybrid 7,2005,0.0
140,HEV,BMW,ActiveHybrid 7,2006,0.0
141,HEV,BMW,ActiveHybrid 7,2007,0.0
142,HEV,BMW,ActiveHybrid 7,2008,0.0
143,HEV,BMW,ActiveHybrid 7,2009,0.0
144,HEV,BMW,ActiveHybrid 7,2010,102.0
145,HEV,BMW,ActiveHybrid 7,2011,338.0
146,HEV,BMW,ActiveHybrid 7,2012,230.0
147,HEV,BMW,ActiveHybrid 7,2013,31.0
148,HEV,BMW,ActiveHybrid 7,2014,45.0
149,HEV,BMW,ActiveHybrid 7,2015,12.0
150,HEV,BMW,ActiveHybrid 7,2016,46.0
151,HEV,BMW,ActiveHybrid 7,2017,0.0
152,HEV,BMW,X6,1999,0.0
153,HEV,BMW,X6,2000,0.0
154,HEV,BMW,X6,2001,0.0
155,HEV,BMW,X6,2002,0.0
156,HEV,BMW,X6,2003,0.0
157,HEV,BMW,X6,2004,0.0
158,HEV,BMW,X6,2005,0.0
159,HEV,BMW,X6,2006,0.0
160,HEV,BMW,X6,2007,0.0
161,HEV,BMW,X6,2008,0.0
162,HEV,BMW,X6,2009,0.0
163,HEV,BMW,X6,2010,205.0
164,HEV,BMW,X6,2011,43.0
165,HEV,BMW,X6,2012,3.0
166,HEV,BMW,X6,2013,0.0
167,HEV,BMW,X6,2014,0.0
168,HEV,BMW,X6,2015,0.0
169,HEV,BMW,X6,2016,0.0
170,HEV,BMW,X6,2017,0.0
171,HEV,Buick,LaCrosse,1999,0.0
172,HEV,Buick,LaCrosse,2000,0.0
173,HEV,Buick,LaCrosse,2001,0.0
174,HEV,Buick,LaCrosse,2002,0.0
175,HEV,Buick,LaCrosse,2003,0.0
176,HEV,Buick,LaCrosse,2004,0.0
177,HEV,Buick,LaCrosse,2005,0.0
178,HEV,Buick,LaCrosse,2006,0.0
179,HEV,Buick,LaCrosse,2007,0.0
180,HEV,Buick,LaCrosse,2008,0.0
181,HEV,Buick,LaCrosse,2009,0.0
182,HEV,Buick,LaCrosse,2010,0.0
183,HEV,Buick,LaCrosse,2011,1801.0
184,HEV,Buick,LaCrosse,2012,12010.0
185,HEV,Buick,LaCrosse,2013,7133.0
186,HEV,Buick,LaCrosse,2014,7353.0
187,HEV,Buick,LaCrosse,2015,4042.0
188,HEV,Buick,LaCrosse,2016,765.0
189,HEV,Buick,LaCrosse,2017,506.0
190,HEV,Buick,Regal,1999,0.0
191,HEV,Buick,Regal,2000,0.0
192,HEV,Buick,Regal,2001,0.0
193,HEV,Buick,Regal,2002,0.0
194,HEV,Buick,Regal,2003,0.0
195,HEV,Buick,Regal,2004,0.0
196,HEV,Buick,Regal,2005,0.0
197,HEV,Buick,Regal,2006,0.0
198,HEV,Buick,Regal,2007,0.0
199,HEV,Buick,Regal,2008,0.0
200,HEV,Buick,Regal,2009,0.0
201,HEV,Buick,Regal,2010,0.0
202,HEV,Buick,Regal,2011,123.0
203,HEV,Buick,Regal,2012,2564.0
204,HEV,Buick,Regal,2013,2893.0
205,HEV,Buick,Regal,2014,662.0
206,HEV,Buick,Regal,2015,186.0
207,HEV,Buick,Regal,2016,45.0
208,HEV,Buick,Regal,2017,6.0
209,HEV,Cadillac,Escalade,1999,0.0
210,HEV,Cadillac,Escalade,2000,0.0
211,HEV,Cadillac,Escalade,2001,0.0
212,HEV,Cadillac,Escalade,2002,0.0
213,HEV,Cadillac,Escalade,2003,0.0
214,HEV,Cadillac,Escalade,2004,0.0
215,HEV,Cadillac,Escalade,2005,0.0
216,HEV,Cadillac,Escalade,2006,0.0
217,HEV,Cadillac,Escalade,2007,0.0
218,HEV,Cadillac,Escalade,2008,801.0
219,HEV,Cadillac,Escalade,2009,1958.0
220,HEV,Cadillac,Escalade,2010,1210.0
221,HEV,Cadillac,Escalade,2011,819.0
222,HEV,Cadillac,Escalade,2012,708.0
223,HEV,Cadillac,Escalade,2013,372.0
224,HEV,Cadillac,Escalade,2014,41.0
225,HEV,Cadillac,Escalade,2015,7.0
226,HEV,Cadillac,Escalade,2016,0.0
227,HEV,Cadillac,Escalade,2017,0.0
228,HEV,Chevrolet,Impala Hybrid,1999,0.0
229,HEV,Chevrolet,Impala Hybrid,2000,0.0
230,HEV,Chevrolet,Impala Hybrid,2001,0.0
231,HEV,Chevrolet,Impala Hybrid,2002,0.0
232,HEV,Chevrolet,Impala Hybrid,2003,0.0
233,HEV,Chevrolet,Impala Hybrid,2004,0.0
234,HEV,Chevrolet,Impala Hybrid,2005,0.0
235,HEV,Chevrolet,Impala Hybrid,2006,0.0
236,HEV,Chevrolet,Impala Hybrid,2007,0.0
237,HEV,Chevrolet,Impala Hybrid,2008,0.0
238,HEV,Chevrolet,Impala Hybrid,2009,0.0
239,HEV,Chevrolet,Impala Hybrid,2010,0.0
240,HEV,Chevrolet,Impala Hybrid,2011,0.0
241,HEV,Chevrolet,Impala Hybrid,2012,0.0
242,HEV,Chevrolet,Impala Hybrid,2013,51.0
243,HEV,Chevrolet,Impala Hybrid,2014,565.0
244,HEV,Chevrolet,Impala Hybrid,2015,272.0
245,HEV,Chevrolet,Impala Hybrid,2016,35.0
246,HEV,Chevrolet,Impala Hybrid,2017,1.0
247,HEV,Chevrolet,Malibu Hybrid,1999,0.0
248,HEV,Chevrolet,Malibu Hybrid,2000,0.0
249,HEV,Chevrolet,Malibu Hybrid,2001,0.0
250,HEV,Chevrolet,Malibu Hybrid,2002,0.0
251,HEV,Chevrolet,Malibu Hybrid,2003,0.0
252,HEV,Chevrolet,Malibu Hybrid,2004,0.0
253,HEV,Chevrolet,Malibu Hybrid,2005,0.0
254,HEV,Chevrolet,Malibu Hybrid,2006,0.0
255,HEV,Chevrolet,Malibu Hybrid,2007,0.0
256,HEV,Chevrolet,Malibu Hybrid,2008,2093.0
257,HEV,Chevrolet,Malibu Hybrid,2009,4162.0
258,HEV,Chevrolet,Malibu Hybrid,2010,405.0
259,HEV,Chevrolet,Malibu Hybrid,2011,19.0
260,HEV,Chevrolet,Malibu Hybrid,2012,16664.0
261,HEV,Chevrolet,Malibu Hybrid,2013,13779.0
262,HEV,Chevrolet,Malibu Hybrid,2014,1018.0
263,HEV,Chevrolet,Malibu Hybrid,2015,59.0
264,HEV,Chevrolet,Malibu Hybrid,2016,4335.0
265,HEV,Chevrolet,Malibu Hybrid,2017,4452.0
266,HEV,Chevrolet,Sierra/Silverado,1999,0.0
267,HEV,Chevrolet,Sierra/Silverado,2000,0.0
268,HEV,Chevrolet,Sierra/Silverado,2001,0.0
269,HEV,Chevrolet,Sierra/Silverado,2002,0.0
270,HEV,Chevrolet,Sierra/Silverado,2003,0.0
271,HEV,Chevrolet,Sierra/Silverado,2004,0.0
272,HEV,Chevrolet,Sierra/Silverado,2005,0.0
273,HEV,Chevrolet,Sierra/Silverado,2006,0.0
274,HEV,Chevrolet,Sierra/Silverado,2007,0.0
275,HEV,Chevrolet,Sierra/Silverado,2008,0.0
276,HEV,Chevrolet,Sierra/Silverado,2009,1598.0
277,HEV,Chevrolet,Sierra/Silverado,2010,1960.0
278,HEV,Chevrolet,Sierra/Silverado,2011,1001.0
279,HEV,Chevrolet,Sierra/Silverado,2012,469.0
280,HEV,Chevrolet,Sierra/Silverado,2013,104.0
281,HEV,Chevrolet,Sierra/Silverado,2014,24.0
282,HEV,Chevrolet,Sierra/Silverado,2015,2.0
283,HEV,Chevrolet,Sierra/Silverado,2016,0.0
284,HEV,Chevrolet,Sierra/Silverado,2017,0.0
285,HEV,Chevrolet,Tahoe,1999,0.0
286,HEV,Chevrolet,Tahoe,2000,0.0
287,HEV,Chevrolet,Tahoe,2001,0.0
288,HEV,Chevrolet,Tahoe,2002,0.0
289,HEV,Chevrolet,Tahoe,2003,0.0
290,HEV,Chevrolet,Tahoe,2004,0.0
291,HEV,Chevrolet,Tahoe,2005,0.0
292,HEV,Chevrolet,Tahoe,2006,0.0
293,HEV,Chevrolet,Tahoe,2007,0.0
294,HEV,Chevrolet,Tahoe,2008,3745.0
295,HEV,Chevrolet,Tahoe,2009,3300.0
296,HEV,Chevrolet,Tahoe,2010,1426.0
297,HEV,Chevrolet,Tahoe,2011,519.0
298,HEV,Chevrolet,Tahoe,2012,533.0
299,HEV,Chevrolet,Tahoe,2013,376.0
300,HEV,Chevrolet,Tahoe,2014,65.0
301,HEV,Chevrolet,Tahoe,2015,8.0
302,HEV,Chevrolet,Tahoe,2016,0.0
303,HEV,Chevrolet,Tahoe,2017,0.0
304,HEV,Chrysler,Aspen,1999,0.0
305,HEV,Chrysler,Aspen,2000,0.0
306,HEV,Chrysler,Aspen,2001,0.0
307,HEV,Chrysler,Aspen,2002,0.0
308,HEV,Chrysler,Aspen,2003,0.0
309,HEV,Chrysler,Aspen,2004,0.0
310,HEV,Chrysler,Aspen,2005,0.0
311,HEV,Chrysler,Aspen,2006,0.0
312,HEV,Chrysler,Aspen,2007,0.0
313,HEV,Chrysler,Aspen,2008,46.0
314,HEV,Chrysler,Aspen,2009,33.0
315,HEV,Chrysler,Aspen,2010,0.0
316,HEV,Chrysler,Aspen,2011,0.0
317,HEV,Chrysler,Aspen,2012,0.0
318,HEV,Chrysler,Aspen,2013,0.0
319,HEV,Chrysler,Aspen,2014,0.0
320,HEV,Chrysler,Aspen,2015,0.0
321,HEV,Chrysler,Aspen,2016,0.0
322,HEV,Chrysler,Aspen,2017,0.0
323,HEV,Dodge,Durango,1999,0.0
324,HEV,Dodge,Durango,2000,0.0
325,HEV,Dodge,Durango,2001,0.0
326,HEV,Dodge,Durango,2002,0.0
327,HEV,Dodge,Durango,2003,0.0
328,HEV,Dodge,Durango,2004,0.0
329,HEV,Dodge,Durango,2005,0.0
330,HEV,Dodge,Durango,2006,0.0
331,HEV,Dodge,Durango,2007,0.0
332,HEV,Dodge,Durango,2008,0.0
333,HEV,Dodge,Durango,2009,9.0
334,HEV,Dodge,Durango,2010,0.0
335,HEV,Dodge,Durango,2011,0.0
336,HEV,Dodge,Durango,2012,0.0
337,HEV,Dodge,Durango,2013,0.0
338,HEV,Dodge,Durango,2014,0.0
339,HEV,Dodge,Durango,2015,0.0
340,HEV,Dodge,Durango,2016,0.0
341,HEV,Dodge,Durango,2017,0.0
342,HEV,Ford,C-Max Hybrid,1999,0.0
343,HEV,Ford,C-Max Hybrid,2000,0.0
344,HEV,Ford,C-Max Hybrid,2001,0.0
345,HEV,Ford,C-Max Hybrid,2002,0.0
346,HEV,Ford,C-Max Hybrid,2003,0.0
347,HEV,Ford,C-Max Hybrid,2004,0.0
348,HEV,Ford,C-Max Hybrid,2005,0.0
349,HEV,Ford,C-Max Hybrid,2006,0.0
350,HEV,Ford,C-Max Hybrid,2007,0.0
351,HEV,Ford,C-Max Hybrid,2008,0.0
352,HEV,Ford,C-Max Hybrid,2009,0.0
353,HEV,Ford,C-Max Hybrid,2010,0.0
354,HEV,Ford,C-Max Hybrid,2011,0.0
355,HEV,Ford,C-Max Hybrid,2012,10935.0
356,HEV,Ford,C-Max Hybrid,2013,28056.0
357,HEV,Ford,C-Max Hybrid,2014,19162.0
358,HEV,Ford,C-Max Hybrid,2015,14177.0
359,HEV,Ford,C-Max Hybrid,2016,11877.0
360,HEV,Ford,C-Max Hybrid,2017,10221.0
361,HEV,Ford,Escape,1999,0.0
362,HEV,Ford,Escape,2000,0.0
363,HEV,Ford,Escape,2001,0.0
364,HEV,Ford,Escape,2002,0.0
365,HEV,Ford,Escape,2003,0.0
366,HEV,Ford,Escape,2004,2993.0
367,HEV,Ford,Escape,2005,18797.0
368,HEV,Ford,Escape,2006,20149.0
369,HEV,Ford,Escape,2007,21386.0
370,HEV,Ford,Escape,2008,17173.0
371,HEV,Ford,Escape,2009,14787.0
372,HEV,Ford,Escape,2010,11182.0
373,HEV,Ford,Escape,2011,10089.0
374,HEV,Ford,Escape,2012,1440.0
375,HEV,Ford,Escape,2013,0.0
376,HEV,Ford,Escape,2014,0.0
377,HEV,Ford,Escape,2015,0.0
378,HEV,Ford,Escape,2016,0.0
379,HEV,Ford,Escape,2017,0.0
380,HEV,Ford,Fusion,1999,0.0
381,HEV,Ford,Fusion,2000,0.0
382,HEV,Ford,Fusion,2001,0.0
383,HEV,Ford,Fusion,2002,0.0
384,HEV,Ford,Fusion,2003,0.0
385,HEV,Ford,Fusion,2004,0.0
386,HEV,Ford,Fusion,2005,0.0
387,HEV,Ford,Fusion,2006,0.0
388,HEV,Ford,Fusion,2007,0.0
389,HEV,Ford,Fusion,2008,0.0
390,HEV,Ford,Fusion,2009,15554.0
391,HEV,Ford,Fusion,2010,20816.0
392,HEV,Ford,Fusion,2011,11286.0
393,HEV,Ford,Fusion,2012,14100.0
394,HEV,Ford,Fusion,2013,37270.0
395,HEV,Ford,Fusion,2014,35425.0
396,HEV,Ford,Fusion,2015,24681.0
397,HEV,Ford,Fusion,2016,33648.0
398,HEV,Ford,Fusion,2017,57474.0
399,HEV,GMC,Sierra,1999,0.0
400,HEV,GMC,Sierra,2000,0.0
401,HEV,GMC,Sierra,2001,0.0
402,HEV,GMC,Sierra,2002,0.0
403,HEV,GMC,Sierra,2003,0.0
404,HEV,GMC,Sierra,2004,0.0
405,HEV,GMC,Sierra,2005,0.0
406,HEV,GMC,Sierra,2006,0.0
407,HEV,GMC,Sierra,2007,0.0
408,HEV,GMC,Sierra,2008,0.0
409,HEV,GMC,Sierra,2009,0.0
410,HEV,GMC,Sierra,2010,433.0
411,HEV,GMC,Sierra,2011,164.0
412,HEV,GMC,Sierra,2012,471.0
413,HEV,GMC,Sierra,2013,65.0
414,HEV,GMC,Sierra,2014,6.0
415,HEV,GMC,Sierra,2015,1.0
416,HEV,GMC,Sierra,2016,0.0
417,HEV,GMC,Sierra,2017,6680.0
418,HEV,GMC,Yukon Hybrid,1999,0.0
419,HEV,GMC,Yukon Hybrid,2000,0.0
420,HEV,GMC,Yukon Hybrid,2001,0.0
421,HEV,GMC,Yukon Hybrid,2002,0.0
422,HEV,GMC,Yukon Hybrid,2003,0.0
423,HEV,GMC,Yukon Hybrid,2004,0.0
424,HEV,GMC,Yukon Hybrid,2005,0.0
425,HEV,GMC,Yukon Hybrid,2006,0.0
426,HEV,GMC,Yukon Hybrid,2007,0.0
427,HEV,GMC,Yukon Hybrid,2008,1610.0
428,HEV,GMC,Yukon Hybrid,2009,1933.0
429,HEV,GMC,Yukon Hybrid,2010,1221.0
430,HEV,GMC,Yukon Hybrid,2011,598.0
431,HEV,GMC,Yukon Hybrid,2012,560.0
432,HEV,GMC,Yukon Hybrid,2013,288.0
433,HEV,GMC,Yukon Hybrid,2014,31.0
434,HEV,GMC,Yukon Hybrid,2015,10.0
435,HEV,GMC,Yukon Hybrid,2016,0.0
436,HEV,GMC,Yukon Hybrid,2017,0.0
437,HEV,Honda,Accord,1999,0.0
438,HEV,Honda,Accord,2000,0.0
439,HEV,Honda,Accord,2001,0.0
440,HEV,Honda,Accord,2002,0.0
441,HEV,Honda,Accord,2003,0.0
442,HEV,Honda,Accord,2004,1061.0
443,HEV,Honda,Accord,2005,16826.0
444,HEV,Honda,Accord,2006,5598.0
445,HEV,Honda,Accord,2007,3405.0
446,HEV,Honda,Accord,2008,196.0
447,HEV,Honda,Accord,2009,0.0
448,HEV,Honda,Accord,2010,0.0
449,HEV,Honda,Accord,2011,0.0
450,HEV,Honda,Accord,2012,0.0
451,HEV,Honda,Accord,2013,996.0
452,HEV,Honda,Accord,2014,13977.0
453,HEV,Honda,Accord,2015,11065.0
454,HEV,Honda,Accord,2016,9179.0
455,HEV,Honda,Accord,2017,22008.0
456,HEV,Honda,CR-Z,1999,0.0
457,HEV,Honda,CR-Z,2000,0.0
458,HEV,Honda,CR-Z,2001,0.0
459,HEV,Honda,CR-Z,2002,0.0
460,HEV,Honda,CR-Z,2003,0.0
461,HEV,Honda,CR-Z,2004,0.0
462,HEV,Honda,CR-Z,2005,0.0
