,Type,Maker,Model,Years,Sales,Debut
1082,HEV,Subaru,XV Crosstrek,2017,45,2014
1083,HEV,Toyota,Avalon,1999,0,2012
1084,HEV,Toyota,Avalon,2000,0,2012
1085,HEV,Toyota,Avalon,2001,0,2012
1086,HEV,Toyota,Avalon,2002,0,2012
1087,HEV,Toyota,Avalon,2003,0,2012
1088,HEV,Toyota,Avalon,2004,0,2012
1089,HEV,Toyota,Avalon,2005,0,2012
1090,HEV,Toyota,Avalon,2006,0,2012
1091,HEV,Toyota,Avalon,2007,0,2012
1092,HEV,Toyota,Avalon,2008,0,2012
1093,HEV,Toyota,Avalon,2009,0,2012
1094,HEV,Toyota,Avalon,2010,0,2012
1095,HEV,Toyota,Avalon,2011,0,2012
1096,HEV,Toyota,Avalon,2012,747,2012
1097,HEV,Toyota,Avalon,2013,16468,2012
1098,HEV,Toyota,Avalon,2014,17048,2012
1099,HEV,Toyota,Avalon,2015,11956,2012
1100,HEV,Toyota,Avalon,2016,8451,2012
1101,HEV,Toyota,Avalon,2017,4990,2012
1102,HEV,Toyota,Camry,1999,0,2006
1103,HEV,Toyota,Camry,2000,0,2006
1104,HEV,Toyota,Camry,2001,0,2006
1105,HEV,Toyota,Camry,2002,0,2006
1106,HEV,Toyota,Camry,2003,0,2006
1107,HEV,Toyota,Camry,2004,0,2006
1108,HEV,Toyota,Camry,2005,0,2006
1109,HEV,Toyota,Camry,2006,31341,2006
1110,HEV,Toyota,Camry,2007,54477,2006
1111,HEV,Toyota,Camry,2008,46272,2006
1112,HEV,Toyota,Camry,2009,22887,2006
1113,HEV,Toyota,Camry,2010,14587,2006
1114,HEV,Toyota,Camry,2011,9241,2006
1115,HEV,Toyota,Camry,2012,45656,2006
1116,HEV,Toyota,Camry,2013,44448,2006
1117,HEV,Toyota,Camry,2014,39515,2006
1118,HEV,Toyota,Camry,2015,30640,2006
1119,HEV,Toyota,Camry,2016,22227,2006
1120,HEV,Toyota,Camry,2017,20985,2006
1121,HEV,Toyota,Highlander,1999,0,2005
1122,HEV,Toyota,Highlander,2000,0,2005
1123,HEV,Toyota,Highlander,2001,0,2005
1124,HEV,Toyota,Highlander,2002,0,2005
1125,HEV,Toyota,Highlander,2003,0,2005
1126,HEV,Toyota,Highlander,2004,0,2005
1127,HEV,Toyota,Highlander,2005,17989,2005
1128,HEV,Toyota,Highlander,2006,31485,2005
1129,HEV,Toyota,Highlander,2007,22052,2005
1130,HEV,Toyota,Highlander,2008,19441,2005
1131,HEV,Toyota,Highlander,2009,11086,2005
1132,HEV,Toyota,Highlander,2010,7456,2005
1133,HEV,Toyota,Highlander,2011,4549,2005
1134,HEV,Toyota,Highlander,2012,5921,2005
1135,HEV,Toyota,Highlander,2013,5070,2005
1136,HEV,Toyota,Highlander,2014,3621,2005
1137,HEV,Toyota,Highlander,2015,4015,2005
1138,HEV,Toyota,Highlander,2016,5976,2005
1139,HEV,Toyota,Highlander,2017,16864,2005
1140,HEV,Toyota,Prius (Liftback),1999,0,2000
1141,HEV,Toyota,Prius (Liftback),2000,5562,2000
1142,HEV,Toyota,Prius (Liftback),2001,15556,2000
1143,HEV,Toyota,Prius (Liftback),2002,20119,2000
1144,HEV,Toyota,Prius (Liftback),2003,24600,2000
1145,HEV,Toyota,Prius (Liftback),2004,53991,2000
1146,HEV,Toyota,Prius (Liftback),2005,107897,2000
1147,HEV,Toyota,Prius (Liftback),2006,106971,2000
1148,HEV,Toyota,Prius (Liftback),2007,181221,2000
1149,HEV,Toyota,Prius (Liftback),2008,158574,2000
1150,HEV,Toyota,Prius (Liftback),2009,139682,2000
1151,HEV,Toyota,Prius (Liftback),2010,140928,2000
1152,HEV,Toyota,Prius (Liftback),2011,136481,2000
1153,HEV,Toyota,Prius (Liftback),2012,164618,2000
1154,HEV,Toyota,Prius (Liftback),2013,145172,2000
1155,HEV,Toyota,Prius (Liftback),2014,122776,2000
1156,HEV,Toyota,Prius (Liftback),2015,113829,2000
1157,HEV,Toyota,Prius (Liftback),2016,98863,2000
1158,HEV,Toyota,Prius (Liftback),2017,65630,2000
1159,HEV,Toyota,Prius C,1999,0,2012
1160,HEV,Toyota,Prius C,2000,0,2012
1161,HEV,Toyota,Prius C,2001,0,2012
1162,HEV,Toyota,Prius C,2002,0,2012
1163,HEV,Toyota,Prius C,2003,0,2012
1164,HEV,Toyota,Prius C,2004,0,2012
1165,HEV,Toyota,Prius C,2005,0,2012
1166,HEV,Toyota,Prius C,2006,0,2012
1167,HEV,Toyota,Prius C,2007,0,2012
1168,HEV,Toyota,Prius C,2008,0,2012
1169,HEV,Toyota,Prius C,2009,0,2012
1170,HEV,Toyota,Prius C,2010,0,2012
1171,HEV,Toyota,Prius C,2011,0,2012
1172,HEV,Toyota,Prius C,2012,30838,2012
1173,HEV,Toyota,Prius C,2013,41979,2012
1174,HEV,Toyota,Prius C,2014,40570,2012
1175,HEV,Toyota,Prius C,2015,38484,2012
1176,HEV,Toyota,Prius C,2016,20452,2012
1177,HEV,Toyota,Prius C,2017,12415,2012
1178,HEV,Toyota,Prius V,1999,0,2012
1179,HEV,Toyota,Prius V,2000,0,2012
1180,HEV,Toyota,Prius V,2001,0,2012
1181,HEV,Toyota,Prius V,2002,0,2012
1182,HEV,Toyota,Prius V,2003,0,2012
1183,HEV,Toyota,Prius V,2004,0,2012
1184,HEV,Toyota,Prius V,2005,0,2012
1185,HEV,Toyota,Prius V,2006,0,2012
1186,HEV,Toyota,Prius V,2007,0,2012
1187,HEV,Toyota,Prius V,2008,0,2012
1188,HEV,Toyota,Prius V,2009,0,2012
1189,HEV,Toyota,Prius V,2010,0,2012
1190,HEV,Toyota,Prius V,2011,0,2012
1191,HEV,Toyota,Prius V,2012,28450,2012
1192,HEV,Toyota,Prius V,2013,34989,2012
1193,HEV,Toyota,Prius V,2014,30762,2012
1194,HEV,Toyota,Prius V,2015,28290,2012
1195,HEV,Toyota,Prius V,2016,14840,2012
1196,HEV,Toyota,Prius V,2017,9680,2012
1197,HEV,Toyota,RAV4 ,1999,0,2015
1198,HEV,Toyota,RAV4 ,2000,0,2015
1199,HEV,Toyota,RAV4 ,2001,0,2015
1200,HEV,Toyota,RAV4 ,2002,0,2015
1201,HEV,Toyota,RAV4 ,2003,0,2015
1202,HEV,Toyota,RAV4 ,2004,0,2015
1203,HEV,Toyota,RAV4 ,2005,0,2015
1204,HEV,Toyota,RAV4 ,2006,0,2015
1205,HEV,Toyota,RAV4 ,2007,0,2015
1206,HEV,Toyota,RAV4 ,2008,0,2015
1207,HEV,Toyota,RAV4 ,2009,0,2015
1208,HEV,Toyota,RAV4 ,2010,0,2015
1209,HEV,Toyota,RAV4 ,2011,0,2015
1210,HEV,Toyota,RAV4 ,2012,0,2015
1211,HEV,Toyota,RAV4 ,2013,0,2015
1212,HEV,Toyota,RAV4 ,2014,0,2015
1213,HEV,Toyota,RAV4 ,2015,1494,2015
1214,HEV,Toyota,RAV4 ,2016,45070,2015
1215,HEV,Toyota,RAV4 ,2017,50559,2015
1216,HEV,Volkswagen,Jetta Hybrid,1999,0,2012
1217,HEV,Volkswagen,Jetta Hybrid,2000,0,2012
1218,HEV,Volkswagen,Jetta Hybrid,2001,0,2012
1219,HEV,Volkswagen,Jetta Hybrid,2002,0,2012
1220,HEV,Volkswagen,Jetta Hybrid,2003,0,2012
1221,HEV,Volkswagen,Jetta Hybrid,2004,0,2012
